obs_id,truck_id,route,origin,destination,loaded,payload_t,total_distance_km,max_gradient_pct,surface_factor,shift_hour,congestion_level,failure_active,travel_time_min
2584,T09,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,7.54,6,0,24.49
2585,T02,S1_CR,S1,CR,1,203.9,8.767,0.8,1.15,9.1,3,0,28.9
2586,T03,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,6.86,8,0,27.08
2587,T02,S4_CR,S4,CR,1,187.1,9.692,1.49,1.15,6.32,6,0,34.36
2588,T10,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,4.81,3,0,22.65
2589,T06,S4_CR,S4,CR,1,182.2,9.692,1.49,1.15,3.57,1,0,25.75
2590,T08,S4_D2,S4,D2,1,214.3,6.638,1.49,1.35,11.6,2,0,25.29
2591,T09,S4_D2,S4,D2,1,194.4,6.638,1.49,1.35,11.25,2,0,27.89
2592,T10,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,1.15,4,0,24.48
2593,T10,S2_CR,S2,CR,1,164.0,8.334,1.39,1.15,0.78,2,0,27.03
2594,T09,S3_D2,S3,D2,1,177.8,6.362,1.39,1.35,3.53,2,0,27.56
2595,T05,S4_CR,S4,CR,1,202.2,9.692,1.49,1.15,2.22,0,0,28.68
2596,T01,S1_CR,S1,CR,1,192.2,8.767,0.8,1.15,2.33,2,0,29.79
2597,T10,S4_D2,S4,D2,1,193.7,6.638,1.49,1.35,6.59,3,0,27.59
2598,T06,S2_CR,S2,CR,1,195.9,8.334,1.39,1.15,10.01,7,0,30.42
2599,T09,S4_D2,S4,D2,1,212.1,6.638,1.49,1.35,5.5,5,0,28.97
2600,T05,S1_CR,S1,CR,1,193.8,8.767,0.8,1.15,8.48,1,0,27.15
2601,T05,S2_CR,S2,CR,1,214.9,8.334,1.39,1.15,9.39,4,0,26.65
2602,T04,S2_CR,S2,CR,1,209.6,8.334,1.39,1.15,3.32,0,0,26.59
2603,T10,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,4.06,2,0,21.82
2604,T09,CR_S3,CR,S3,0,0.0,8.135,1.57,1.15,6.14,4,0,19.4
2605,T07,S2_CR,S2,CR,1,196.4,8.334,1.39,1.15,3.21,0,0,26.93
2606,T03,S2_CR,S2,CR,1,196.2,8.334,1.39,1.15,9.4,1,0,25.46
2607,T07,S3_CR,S3,CR,1,202.4,8.135,1.57,1.15,10.66,2,0,20.06
2608,T07,S4_CR,S4,CR,1,168.8,9.692,1.49,1.15,3.89,6,0,27.47
2609,T07,S2_CR,S2,CR,1,196.1,8.334,1.39,1.15,2.69,1,0,29.11
2610,T02,S4_CR,S4,CR,1,199.4,9.692,1.49,1.15,6.08,1,0,26.67
2611,T06,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,10.97,0,0,20.25
2612,T08,S4_CR,S4,CR,1,193.2,9.692,1.49,1.15,1.07,1,0,27.25
2613,T02,S3_CR,S3,CR,1,177.9,8.135,1.57,1.15,8.41,3,0,23.38
2614,T07,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,8.66,3,0,21.21
2615,T09,S2_CR,S2,CR,1,196.9,8.334,1.39,1.15,2.49,5,0,32.49
2616,T10,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,6.96,2,0,18.88
2617,T05,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,2.27,2,0,21.45
2618,T10,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,2.21,4,0,25.63
2619,T03,S4_D2,S4,D2,1,194.2,6.638,1.49,1.35,7.04,5,0,29.46
2620,T10,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,3.86,3,0,21.65
2621,T02,S1_CR,S1,CR,1,199.0,8.767,0.8,1.15,1.91,4,1,37.54
2622,T03,S4_D2,S4,D2,1,202.2,6.638,1.49,1.35,3.59,1,0,25.27
2623,T09,S3_CR,S3,CR,1,174.3,8.135,1.57,1.15,5.31,7,0,25.07
2624,T06,S3_CR,S3,CR,1,207.0,8.135,1.57,1.15,4.51,4,0,25.44
2625,T03,S4_CR,S4,CR,1,211.6,9.692,1.49,1.15,8.09,0,0,25.05
2626,T09,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,6.23,5,0,23.16
2627,T05,CR_S3,CR,S3,0,0.0,8.135,1.57,1.15,6.54,4,0,19.17
2628,T07,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,8.58,3,0,24.3
2629,T01,CR_S3,CR,S3,0,0.0,8.135,1.57,1.15,0.47,2,0,18.41
2630,T09,S4_CR,S4,CR,1,185.2,9.692,1.49,1.15,4.18,0,1,37.88
2631,T07,S3_CR,S3,CR,1,199.0,8.135,1.57,1.15,10.89,3,0,25.68
2632,T05,CR_S3,CR,S3,0,0.0,8.135,1.57,1.15,9.42,4,0,19.16
2633,T08,S3_CR,S3,CR,1,206.5,8.135,1.57,1.15,3.5,6,0,20.63
2634,T04,S2_CR,S2,CR,1,195.9,8.334,1.39,1.15,10.68,1,1,34.21
2635,T09,S1_CR,S1,CR,1,207.6,8.767,0.8,1.15,2.28,3,0,29.75
2636,T08,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,8.92,1,0,20.6
2637,T04,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,5.17,3,0,23.89
2638,T08,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,6.99,3,0,23.12
2639,T09,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,8.65,3,0,22.09
2640,T10,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,11.49,1,0,21.69
2641,T01,S3_D2,S3,D2,1,188.7,6.362,1.39,1.35,0.7,3,0,24.33
2642,T05,S3_D2,S3,D2,1,203.7,6.362,1.39,1.35,2.34,2,0,27.49
2643,T08,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,1.84,2,0,19.95
2644,T06,S3_D2,S3,D2,1,196.3,6.362,1.39,1.35,10.48,1,0,25.87
2645,T02,S4_D2,S4,D2,1,191.3,6.638,1.49,1.35,0.94,4,0,28.87
2646,T10,S3_D2,S3,D2,1,200.7,6.362,1.39,1.35,0.79,5,0,27.87
2647,T08,S4_CR,S4,CR,1,181.7,9.692,1.49,1.15,5.52,6,0,31.98
2648,T03,S2_CR,S2,CR,1,217.0,8.334,1.39,1.15,3.85,2,0,26.32
2649,T02,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,2.99,3,0,23.78
2650,T05,S3_D2,S3,D2,1,196.2,6.362,1.39,1.35,3.64,3,0,27.59
2651,T07,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,11.15,2,0,22.93
2652,T05,S4_D2,S4,D2,1,220.0,6.638,1.49,1.35,9.3,4,0,31.39
2653,T01,S3_D2,S3,D2,1,197.9,6.362,1.39,1.35,2.91,1,0,25.1
2654,T08,S2_CR,S2,CR,1,181.8,8.334,1.39,1.15,11.22,4,0,29.93
2655,T04,S4_D2,S4,D2,1,196.9,6.638,1.49,1.35,2.27,5,0,29.33
2656,T02,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,5.51,4,0,26.05
2657,T08,S4_CR,S4,CR,1,181.3,9.692,1.49,1.15,4.25,3,0,29.11
2658,T10,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,9.67,6,0,27.36
2659,T03,S3_D2,S3,D2,1,188.9,6.362,1.39,1.35,11.04,1,0,26.24
2660,T09,S4_CR,S4,CR,1,176.1,9.692,1.49,1.15,8.03,2,0,27.53
2661,T03,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,2.33,3,0,22.52
2662,T08,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,2.8,2,0,25.45
2663,T01,S1_CR,S1,CR,1,203.9,8.767,0.8,1.15,11.54,4,0,33.15
2664,T08,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,0.4,3,0,24.09
2665,T08,S4_D2,S4,D2,1,216.6,6.638,1.49,1.35,8.59,0,0,25.33
2666,T10,S4_D2,S4,D2,1,178.0,6.638,1.49,1.35,9.67,3,0,27.79
2667,T10,S3_D2,S3,D2,1,177.6,6.362,1.39,1.35,0.57,0,0,24.59
2668,T05,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,7.43,4,0,22.15
2669,T02,S3_CR,S3,CR,1,196.1,8.135,1.57,1.15,10.49,0,0,20.3
2670,T01,S1_CR,S1,CR,1,219.8,8.767,0.8,1.15,4.95,4,0,30.54
2671,T10,S4_CR,S4,CR,1,203.7,9.692,1.49,1.15,5.16,5,0,33.62
2672,T04,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,3.78,3,0,23.33
2673,T06,S3_CR,S3,CR,1,171.9,8.135,1.57,1.15,7.64,5,0,24.75
2674,T05,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,0.79,1,0,20.24
2675,T06,S3_D2,S3,D2,1,203.2,6.362,1.39,1.35,6.41,5,0,27.08
2676,T01,S3_CR,S3,CR,1,178.7,8.135,1.57,1.15,10.95,3,0,23.6
2677,T09,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,3.91,1,0,19.64
2678,T03,S4_D2,S4,D2,1,189.8,6.638,1.49,1.35,8.56,1,1,35.58
2679,T10,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,1.65,1,0,22.79
2680,T07,S4_D2,S4,D2,1,179.6,6.638,1.49,1.35,7.03,6,0,27.07
2681,T01,S4_D2,S4,D2,1,188.1,6.638,1.49,1.35,1.38,0,1,31.88
2682,T01,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,4.18,2,0,21.58
2683,T05,S4_CR,S4,CR,1,193.2,9.692,1.49,1.15,5.37,6,0,32.15
2684,T10,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,9.64,1,0,21.67
2685,T10,S2_CR,S2,CR,1,186.9,8.334,1.39,1.15,1.92,2,0,30.02
2686,T05,CR_S3,CR,S3,0,0.0,8.135,1.57,1.15,8.55,3,0,17.45
2687,T10,S3_CR,S3,CR,1,197.3,8.135,1.57,1.15,6.8,5,1,35.45
2688,T06,S4_D2,S4,D2,1,220.0,6.638,1.49,1.35,4.51,2,0,27.3
2689,T06,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,11.41,1,0,23.91
2690,T04,S1_CR,S1,CR,1,187.1,8.767,0.8,1.15,0.85,2,0,30.46
2691,T03,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,1.51,0,0,20.82
2692,T04,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,11.75,4,0,25.17
2693,T07,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,9.68,5,1,28.99
2694,T04,CR_S3,CR,S3,0,0.0,8.135,1.57,1.15,5.58,1,0,17.23
2695,T02,S4_CR,S4,CR,1,178.6,9.692,1.49,1.15,9.17,2,0,28.32
2696,T03,CR_S3,CR,S3,0,0.0,8.135,1.57,1.15,4.83,2,1,21.61
2697,T05,S1_CR,S1,CR,1,209.3,8.767,0.8,1.15,2.31,3,0,31.31
2698,T03,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,2.43,3,0,21.43
2699,T10,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,4.77,5,1,31.02
2700,T08,S3_D2,S3,D2,1,185.9,6.362,1.39,1.35,2.9,2,0,26.83
2701,T05,S3_CR,S3,CR,1,212.5,8.135,1.57,1.15,9.48,2,0,20.17
2702,T10,S3_D2,S3,D2,1,194.8,6.362,1.39,1.35,5.91,8,0,36.48
2703,T01,S4_D2,S4,D2,1,203.4,6.638,1.49,1.35,7.02,1,0,25.38
2704,T05,S3_D2,S3,D2,1,193.3,6.362,1.39,1.35,11.02,4,0,27.37
2705,T10,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,3.71,1,0,22.77
2706,T10,S3_D2,S3,D2,1,204.9,6.362,1.39,1.35,4.33,3,0,25.51
2707,T04,S2_CR,S2,CR,1,188.7,8.334,1.39,1.15,7.4,4,0,28.9
2708,T01,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,6.86,5,0,24.44
2709,T06,S3_CR,S3,CR,1,188.2,8.135,1.57,1.15,7.28,4,0,22.53
2710,T09,S3_D2,S3,D2,1,205.1,6.362,1.39,1.35,3.77,4,0,27.93
2711,T08,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,5.17,8,0,27.25
2712,T05,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,6.53,5,0,24.26
2713,T04,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,11.67,2,0,22.03
2714,T06,S4_CR,S4,CR,1,196.9,9.692,1.49,1.15,0.52,1,0,24.69
2715,T01,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,6.16,5,0,26.05
2716,T09,S3_CR,S3,CR,1,218.5,8.135,1.57,1.15,3.6,3,0,21.28
2717,T01,S4_CR,S4,CR,1,185.3,9.692,1.49,1.15,10.94,1,0,29.42
2718,T08,S4_CR,S4,CR,1,185.1,9.692,1.49,1.15,2.19,3,1,38.65
2719,T01,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,2.1,4,1,31.97
2720,T07,S2_CR,S2,CR,1,203.7,8.334,1.39,1.15,2.74,3,0,28.0
2721,T10,CR_S3,CR,S3,0,0.0,8.135,1.57,1.15,10.37,6,0,21.68
2722,T01,S2_CR,S2,CR,1,190.7,8.334,1.39,1.15,4.47,5,0,29.03
2723,T05,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,8.93,0,0,21.03
2724,T02,S3_CR,S3,CR,1,179.8,8.135,1.57,1.15,9.85,1,0,22.46
2725,T01,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,0.92,1,0,22.47
2726,T04,S3_D2,S3,D2,1,150.3,6.362,1.39,1.35,7.8,3,0,29.95
2727,T08,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,11.48,0,0,19.97
2728,T06,S2_CR,S2,CR,1,183.0,8.334,1.39,1.15,6.24,4,0,30.11
2729,T03,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,8.57,1,0,21.3
2730,T04,S1_CR,S1,CR,1,186.7,8.767,0.8,1.15,2.75,1,0,27.44
2731,T02,S4_D2,S4,D2,1,192.2,6.638,1.49,1.35,1.28,1,0,28.98
2732,T09,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,1.14,2,0,22.97
2733,T09,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,8.41,1,0,17.85
2734,T01,S4_CR,S4,CR,1,178.7,9.692,1.49,1.15,11.95,1,0,25.38
2735,T08,S3_CR,S3,CR,1,199.2,8.135,1.57,1.15,5.46,4,1,29.54
2736,T05,CR_S3,CR,S3,0,0.0,8.135,1.57,1.15,0.23,2,0,17.1
2737,T04,S3_D2,S3,D2,1,193.4,6.362,1.39,1.35,9.95,3,0,30.19
2738,T04,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,6.62,4,0,24.86
2739,T05,S1_CR,S1,CR,1,193.3,8.767,0.8,1.15,4.57,4,0,31.96
2740,T10,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,8.15,1,0,21.18
2741,T05,S3_D2,S3,D2,1,196.5,6.362,1.39,1.35,6.03,5,0,28.47
2742,T05,S3_D2,S3,D2,1,172.9,6.362,1.39,1.35,10.99,1,0,26.85
2743,T03,S4_D2,S4,D2,1,198.2,6.638,1.49,1.35,11.42,0,0,26.66
2744,T05,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,9.46,4,0,21.84
2745,T05,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,0.65,5,0,23.01
2746,T03,S4_D2,S4,D2,1,168.5,6.638,1.49,1.35,5.02,3,0,27.26
2747,T07,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,1.39,2,0,22.0
2748,T04,S4_CR,S4,CR,1,204.1,9.692,1.49,1.15,6.26,4,0,30.51
2749,T08,S3_CR,S3,CR,1,187.8,8.135,1.57,1.15,11.44,0,0,16.74
2750,T08,S1_CR,S1,CR,1,205.1,8.767,0.8,1.15,5.15,4,0,30.25
2751,T07,CR_S3,CR,S3,0,0.0,8.135,1.57,1.15,11.45,2,0,18.73
2752,T03,S4_CR,S4,CR,1,214.4,9.692,1.49,1.15,11.54,6,0,28.22
2753,T07,S1_CR,S1,CR,1,186.2,8.767,0.8,1.15,11.87,4,0,31.64
2754,T03,S4_CR,S4,CR,1,198.2,9.692,1.49,1.15,0.38,2,0,29.0
2755,T09,S4_D2,S4,D2,1,188.5,6.638,1.49,1.35,4.16,1,0,30.05
2756,T10,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,3.68,2,0,24.01
2757,T01,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,10.34,2,0,22.17
2758,T10,S4_D2,S4,D2,1,176.0,6.638,1.49,1.35,11.24,0,0,26.77
2759,T08,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,7.82,1,0,22.26
2760,T02,S4_D2,S4,D2,1,220.0,6.638,1.49,1.35,11.39,3,0,26.54
2761,T10,S3_D2,S3,D2,1,220.0,6.362,1.39,1.35,4.82,4,0,31.93
2762,T04,S4_D2,S4,D2,1,175.3,6.638,1.49,1.35,1.59,1,0,27.43
2763,T09,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,12.0,3,0,22.24
2764,T03,S1_CR,S1,CR,1,185.1,8.767,0.8,1.15,8.12,1,0,26.77
2765,T09,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,9.57,3,0,22.91
2766,T06,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,8.1,2,0,22.23
2767,T04,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,8.01,3,0,24.44
2768,T03,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,7.13,6,0,27.49
2769,T10,S1_CR,S1,CR,1,202.2,8.767,0.8,1.15,3.37,1,0,29.76
2770,T05,CR_S3,CR,S3,0,0.0,8.135,1.57,1.15,11.97,2,0,17.26
2771,T09,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,3.88,5,0,24.33
2772,T01,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,3.52,3,0,22.57
2773,T06,S4_D2,S4,D2,1,191.8,6.638,1.49,1.35,5.29,6,0,26.92
2774,T03,S1_CR,S1,CR,1,203.9,8.767,0.8,1.15,3.09,1,0,25.33
2775,T08,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,2.84,2,0,22.25
2776,T08,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,8.16,3,1,26.3
2777,T09,S3_CR,S3,CR,1,179.8,8.135,1.57,1.15,7.49,2,0,20.66
2778,T07,S4_CR,S4,CR,1,175.5,9.692,1.49,1.15,9.49,3,0,27.65
2779,T04,S3_CR,S3,CR,1,183.0,8.135,1.57,1.15,1.09,1,1,27.45
2780,T03,S4_CR,S4,CR,1,203.4,9.692,1.49,1.15,10.8,3,0,29.43
2781,T05,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,3.11,2,0,25.2
2782,T05,S1_CR,S1,CR,1,205.7,8.767,0.8,1.15,8.09,2,0,29.11
2783,T02,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,2.65,2,0,23.27
2784,T01,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,4.59,3,0,25.08
2785,T03,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,4.68,4,0,22.03
2786,T04,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,6.75,5,0,22.67
2787,T09,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,5.03,4,0,22.4
2788,T02,CR_S3,CR,S3,0,0.0,8.135,1.57,1.15,0.41,1,0,18.09
2789,T08,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,9.63,1,0,21.5
2790,T08,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,10.82,2,0,22.51
2791,T05,S3_D2,S3,D2,1,213.3,6.362,1.39,1.35,4.83,0,0,23.39
2792,T08,S3_CR,S3,CR,1,182.8,8.135,1.57,1.15,2.61,1,0,21.96
2793,T06,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,4.49,5,0,26.6
2794,T03,S4_D2,S4,D2,1,211.6,6.638,1.49,1.35,0.24,6,0,30.91
2795,T04,S1_CR,S1,CR,1,181.6,8.767,0.8,1.15,9.14,2,0,27.29
2796,T04,S3_D2,S3,D2,1,168.2,6.362,1.39,1.35,2.39,2,0,25.39
2797,T09,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,7.38,3,0,25.43
2798,T04,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,7.59,2,0,20.4
2799,T06,S4_D2,S4,D2,1,200.2,6.638,1.49,1.35,3.89,1,0,27.15
2800,T07,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,0.57,0,0,20.1
2801,T06,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,7.29,2,0,19.98
2802,T09,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,3.43,1,1,30.5
2803,T03,S1_CR,S1,CR,1,190.0,8.767,0.8,1.15,4.75,3,0,30.32
2804,T10,S1_CR,S1,CR,1,196.5,8.767,0.8,1.15,4.72,2,0,27.64
2805,T06,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,3.12,3,0,23.13
2806,T07,S4_D2,S4,D2,1,191.6,6.638,1.49,1.35,3.89,3,0,26.13
2807,T02,CR_S3,CR,S3,0,0.0,8.135,1.57,1.15,3.4,3,0,16.97
2808,T08,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,1.07,4,0,24.41
2809,T03,S1_CR,S1,CR,1,218.4,8.767,0.8,1.15,1.37,1,0,27.85
2810,T04,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,6.4,4,1,28.39
2811,T02,S4_D2,S4,D2,1,208.3,6.638,1.49,1.35,9.28,4,0,27.24
2812,T06,S3_CR,S3,CR,1,191.4,8.135,1.57,1.15,1.3,0,0,17.73
2813,T01,S3_CR,S3,CR,1,173.5,8.135,1.57,1.15,4.61,1,0,24.06
2814,T07,S1_CR,S1,CR,1,185.8,8.767,0.8,1.15,1.16,3,0,31.99
2815,T03,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,0.36,1,0,24.45
2816,T03,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,0.31,2,0,21.5
2817,T06,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,11.66,2,0,22.67
2818,T04,S2_CR,S2,CR,1,166.4,8.334,1.39,1.15,9.78,3,0,27.58
2819,T09,S4_D2,S4,D2,1,147.0,6.638,1.49,1.35,3.4,3,0,27.64
2820,T10,S4_D2,S4,D2,1,211.7,6.638,1.49,1.35,1.82,2,0,26.21
2821,T03,S3_D2,S3,D2,1,214.9,6.362,1.39,1.35,6.38,7,0,34.12
2822,T09,CR_S3,CR,S3,0,0.0,8.135,1.57,1.15,0.53,2,0,18.57
2823,T07,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,11.04,2,0,23.09
2824,T01,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,0.6,1,0,22.13
2825,T04,S3_CR,S3,CR,1,183.5,8.135,1.57,1.15,1.5,3,0,21.67
2826,T01,S2_CR,S2,CR,1,210.7,8.334,1.39,1.15,1.8,2,0,25.8
2827,T06,S2_CR,S2,CR,1,212.6,8.334,1.39,1.15,6.71,3,0,26.06
2828,T03,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,2.11,1,0,19.93
2829,T06,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,9.8,2,0,24.07
2830,T04,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,1.08,2,0,22.06
2831,T09,S4_D2,S4,D2,1,198.9,6.638,1.49,1.35,10.57,0,0,28.36
2832,T07,S4_D2,S4,D2,1,180.1,6.638,1.49,1.35,8.35,1,0,25.87
2833,T10,S1_CR,S1,CR,1,177.8,8.767,0.8,1.15,5.97,5,0,31.94
2834,T09,S3_D2,S3,D2,1,203.0,6.362,1.39,1.35,6.32,5,0,31.04
2835,T03,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,3.26,3,0,24.3
2836,T06,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,3.22,2,0,20.11
2837,T01,D2_S3,D2,S3,0,0.0,6.362,1.39,1.35,3.64,3,0,23.24
2838,T07,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,0.8,3,0,23.82
2839,T07,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,9.2,1,0,21.36
2840,T05,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,5.83,5,0,24.27
2841,T04,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,1.49,1,0,23.74
2842,T02,S2_CR,S2,CR,1,201.4,8.334,1.39,1.15,9.92,2,0,28.01
2843,T06,S3_CR,S3,CR,1,218.0,8.135,1.57,1.15,8.72,1,0,22.68
2844,T07,S4_D2,S4,D2,1,179.4,6.638,1.49,1.35,1.49,2,0,25.4
2845,T05,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,0.39,2,0,22.15
2846,T08,S4_D2,S4,D2,1,198.6,6.638,1.49,1.35,0.13,1,0,26.46
2847,T04,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,7.61,1,0,23.48
2848,T02,S3_CR,S3,CR,1,198.2,8.135,1.57,1.15,6.46,5,0,25.28
2849,T05,S3_D2,S3,D2,1,177.9,6.362,1.39,1.35,6.57,3,0,24.95
2850,T03,CR_S4,CR,S4,0,0.0,9.692,1.49,1.15,11.23,5,0,25.58
2851,T01,S2_CR,S2,CR,1,208.1,8.334,1.39,1.15,1.61,3,0,30.12
2852,T04,S4_D2,S4,D2,1,198.7,6.638,1.49,1.35,10.26,4,1,40.09
2853,T04,S2_CR,S2,CR,1,192.8,8.334,1.39,1.15,11.08,3,0,29.21
2854,T04,S2_CR,S2,CR,1,209.3,8.334,1.39,1.15,4.64,5,0,28.55
2855,T04,CR_S1,CR,S1,0,0.0,8.767,0.8,1.15,11.42,3,0,21.18
2856,T10,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,9.19,3,0,23.28
2857,T07,S1_CR,S1,CR,1,189.4,8.767,0.8,1.15,2.68,2,0,28.58
2858,T04,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,7.43,2,0,23.23
2859,T08,S4_D2,S4,D2,1,186.0,6.638,1.49,1.35,9.9,2,0,29.55
2860,T08,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,1.62,2,0,25.18
2861,T01,S3_D2,S3,D2,1,220.0,6.362,1.39,1.35,10.95,2,0,28.34
2862,T04,S3_CR,S3,CR,1,208.7,8.135,1.57,1.15,11.75,2,0,22.33
2863,T09,S1_CR,S1,CR,1,174.9,8.767,0.8,1.15,7.49,3,0,30.06
2864,T08,S3_CR,S3,CR,1,197.7,8.135,1.57,1.15,6.42,2,0,20.8
2865,T09,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,2.01,2,0,22.61
2866,T09,S3_CR,S3,CR,1,174.2,8.135,1.57,1.15,3.92,4,1,27.4
2867,T07,S2_CR,S2,CR,1,209.4,8.334,1.39,1.15,4.59,0,0,26.67
2868,T07,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,1.94,4,0,24.81
2869,T09,CR_S2,CR,S2,0,0.0,8.334,1.39,1.15,11.04,2,0,22.82
2870,T09,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,3.87,0,0,21.02
2871,T02,S2_CR,S2,CR,1,156.3,8.334,1.39,1.15,7.08,5,0,27.34
2872,T06,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,2.04,2,0,24.07
2873,T03,D2_S4,D2,S4,0,0.0,6.638,1.49,1.35,9.28,2,0,22.3
